Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Quantity,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
COJIN,,232,2507171952179,pcs,0,0,120.0,0,0,0,1,0,1,COJIN,1,,,,,
collar craneo,,233,2507181413493,pcs,32.5,100,65.0,0,0,0,1,0,1,collar craneo,3,,,,,
CADENA TRENZA,,234,2507181500315,pcs,140,0,199.0,0,0,0,1,0,1,CADENA TRENZA,8,,,,,
TAZA SUBLIMADA,,235,2507181816034,pcs,40,0,70.0,0,0,0,1,0,1,TAZA SUBLIMADA,8,,,,,
cuadro .40 x .40 sin luz,,236,2507181915584,pcs,450,0,900.0,0,0,0,1,0,1,cuadro .40 x .40 sin luz,1,,,,,
cuadro .40 x .40 con luz,,237,2507181917380,pcs,550,0,1200.0,0,0,0,1,0,1,cuadro .40 x .40 con luz,1,,,,,
sudadera con cierre,,238,2508011416233,pcs,170,0,260.0,0,0,0,1,0,1,sudadera con cierre,2,,,,,
playeras manga corta,,240,2507190826185,pcs,65,53.8462,100.0,0,0,0,1,0,1,playeras manga corta,6,,,,,
collares botella de cavabera,,241,2507437693308,pcs,20,0,65.0,0,0,0,1,0,1,collares botella de cavabera,5,,,,,
PALIACATE PERSONALIZADO,,242,2507191525445,pcs,0,0,85.0,0,0,0,1,0,1,PALIACATE PERSONALIZADO,4,,,,,
chaleco rigido,,244,2507221520518,pcs,0,0,900.0,0,0,1,0,0,1,chaleco rigido,0,,,,,
armadura xxl,,245,2507221714290,pcs,2000,30,2600.0,0,0,0,1,0,1,armadura xxl,1,,,,,
000,,246,2507221726538,,0,0,0.0,,0,0,1,0,1,,99,,,,,
Encendedor con lampara,,247,57543524985,pcs,50,38,69.0,0,0,0,1,0,1,Encendedor con lampara,2,,,,,
soporte de celular,,248,2507251804251,pcs,70,28.5714,90.0,0,0,0,1,0,1,soporte de celular,2,,,,,
ANILLO FLOURECENTE,,249,2507251925390,pcs,2.14,367.2897,10.0,0,0,0,1,0,1,anillo flourecente,41,,8,10,1,5
Gorra fantasmas,,251,2508011416103,pcs,75,233.3333,250.0,0,0,0,1,0,1,Gorra fantasmas,5,,,,,
Buff fantasma al,,252,2508011417339,pcs,55,0,85.0,0,0,0,1,0,1,Buff fantasma al,10,,,,,
pasamontañas fantasmas,,253,2508011417575,pcs,55,0,95.0,0,0,0,1,0,1,pasamontañas fantasmas,6,,,,,
madena maniqui,,254,2508011539109,pcs,110,36.3636,150.0,0,0,0,1,0,1,madena maniqui,1,,,,,
cartera con cadena,,255,2508011711420,pcs,166,38.5542,230.0,0,0,0,1,0,1,cartera con cadena,0,,,,,
PARCHE CON VELCRO VARIOS,,256,2508011851119,pcs,25,52,38.0,0,0,0,1,0,1,parches con belcro,48,,10,30,1,5
Mangas,Producto,,2507233325035,5,9.45,0,20.0,0,1,0,1,0,1,Mangas,5,,,,,
FANTASMITA,,257,2508081606367,,15,433.3333,80.0,,0,0,1,0,1,,1,,,,,
TEJIDO,,258,2508081609122,,250,260,900.0,,0,0,1,0,1,,1,,,,,
militar 4,,259,2508121349445,,550,54.5455,850.0,,0,0,1,0,1,,0,,,,,
PLACA SUBLIMADA,,260,2508131842004,,0,0,99.0,,0,0,1,0,1,,8,,,,,
COJIN SUBLIMADO,,261,,,0,0,0.0,,0,0,1,0,1,,0,,,,,
paliacate,,262,2508141102105,,15,33.3333,20.0,,0,0,1,0,1,,3,,,,,
tapones,,263,2508141228263,,6.2,61.2903,10.0,,0,0,1,0,1,,18,,,,,
Coderas y rodilleras,,,7502319871423,,220,40,308.0,,0,0,1,0,1,,1,,,,,
coderas y rodilleras,,264,7502319871430,,0,0,355.0,,0,0,1,0,1,,1,,,,,
coderas y rodilleras,,265,7502319871416,,152,44.0789,219.0,,0,0,1,0,1,,1,,,,,
guante con tactil,,266,7502314797889|7502314795939|7502314797841,,118,39.8305,165.0,,0,0,1,0,1,,4,,,,,
Intermitentes calabera,,267,2508161953299,,128,39.8438,179.0,,0,0,1,0,1,,3,,,,,
Gargantillas,,268,2508181640575,,6.7,79.1045,12.0,,0,0,1,0,1,,10,,,,,
casco mexicano,,270,2509031154402,,0,0,1593.0,,0,0,1,0,1,,0,,,,,
collar gotico,,271,2508181841231,,29.7,31.3131,39.0,,0,0,1,0,1,,8,,,,,
ANILLO DE METAL DE FIGURAS,,272,2508181919244,pcs,20,75,35.0,,0,0,1,0,1,,1,,4,6,1,2
ANILLOS VARIOS MODELOS,,273,2508181922008,,20,75,35.0,,0,0,1,0,1,,8,,4,8,1,2
CANDADO DE DISCO,,274,2509011132536,pcs,90,43.3333,129.0,,0,0,1,0,1,,3,,2,4,1,1
codera y rodillera,,275,LMHK74655 ,,0,0,362.0,,0,0,1,0,1,,0,,,,,
LED,,276,2508221650434,,16.5,112.1212,35.0,,0,0,1,0,1,,7,,,,,
CANDADO DISCO ALARM,,277,5024112100064,pcs,0,0,186.0,,0,0,1,0,1,,0,,1,3,1,1
Direccional Calaberas,,278,7502324041965,pza,0,0,179.0,,0,0,1,0,1,,1,,,,,
Direccional Buho Led,,279,2508271714483,,0,0,152.0,,0,0,1,0,1,,2,,,,,
Conjunto de Soporte para celular azul,,280,2508271720156,,0,0,189.0,,0,0,1,0,1,,1,,,,,
Pañalero Talla 3,,281,2508271746002,,0,0,50.0,,0,0,1,0,1,,1,,,,,
Pañalero Talla 2,,282,2508271747481,pza,0,0,80.0,,0,0,1,0,1,,1,,,,,
Pañalera Extreme Baby Talla 3,,283,2508271751228,pza,0,0,110.0,,0,0,1,0,1,,1,,,,,
Playera De Niño Talla 04,,284,2508271755578,pza,0,0,95.0,,0,0,1,0,1,,1,,,,,
Playera de Niño Verde Talla 4,,285,2508271821112,pza,0,0,120.0,,0,0,1,0,1,Playera de niño verde Hulk,1,,,,,
Playera Negra Wakanda,,286,2508271824212,pza,0,0,120.0,,0,0,1,0,1,,1,,,,,
Playera Blanca Mario Bros,,287,2508271827497,,0,0,190.0,,0,0,1,0,1,,1,,,,,
DTF Textil Para Ropa Chico,,288,2508271833337,pza,0,0,15.0,,0,0,1,0,1,,1,,,,,
DTF Textil Para Ropa Grande,,289,2508271841028,pza,0,0,25.0,,0,0,1,0,1,,18,,,,,
Porta celulares,,290,7502312034368,,0,0,189.0,,0,0,1,0,1,,0,,,,,
casco depredador,,291,2509031154273,,0,0,1944.0,,0,0,1,0,1,,0,,,,,
casco azul metalico,,292,2509031154488,,0,0,1461.0,,0,0,1,0,1,,1,,,,,
Guante Modelo FX-ST003,,293,2509011058287,pza,102,0,102.0,,0,0,1,0,1,,1,,,,,
Candado de Disco Gris,,294,5024112100088,pza,0,0,121.0,,0,0,1,0,1,,0,,,,,
Luces De Ojos,,295,2509011115065,pza,32,103.125,65.0,,0,0,1,0,1,,6,,,,,
Pantalones Hombres (30) AO,,296,2509011315441,pza,0,0,245.0,,0,0,1,0,1,,3,,,,,
Pantalones Hombres (38) AO ,,297,2509011317476,pza,0,0,245.0,,0,0,1,0,1,,2,,,,,
Pantalones Mujeres (9) M,,298,2509011319364,,0,0,245.0,,0,0,1,0,1,,0,,,,,
Pantalones Mujer (13),,299,2509011346209,pza,0,0,245.0,,0,0,1,0,1,,3,,,,,
Guantes RASEN 17004BK-XL,,300,7502314796141,PZA,0,0,235.0,,0,0,1,0,1,,2,,,,,
Guantes RASEN 17003BK-XL,,301,7502314796127,PZA,0,0,282.0,,0,0,1,0,1,,3,,,,,
Guantes RASEN 17001GN-M,,302,7502314795922,PZA,0,0,165.0,,0,0,1,0,1,,1,,,,,
Guantes RASEN 17003BK-L,,303,7502314798015,pza,0,0,282.0,,0,0,1,0,1,,0,,,,,
Cubierta Para Moto,,304,8412346525734,pza,0,0,59.0,,0,0,1,0,1,,0,,,,,
Impermeable RASEN,,305,2509031107231,pza,0,0,466.0,,0,0,1,0,1,,1,,,,,
RED PORTA CASCOS COLORES,,306,7502314796936,pcs,40,72.5,69.0,,0,0,1,0,1,,2,,2,4,1,2
Playera Manga Larga Fantasma Biker Grande,,307,2509031817536,pza,0,0,330.0,,0,0,1,0,1,,0,,,,,
Playera Manga Larga Fantasma Biker Mediana,,308,2509031851387,pza,0,0,330.0,,0,0,1,0,1,,0,,,,,
Casco Iron XL NARANJA,,309,2509041207068,,0,0,890.0,,0,0,1,0,1,,3,,,,,
Casco Iron L ROSA,,310,2509041208324,,0,0,890.0,,0,0,1,0,1,,2,,,,,
Casco Iron M VERDE / VERDE TURQUESA,,311,2509041210020,2,0,0,890.0,,0,0,1,0,1,,1,,,,,
Casco Iron S,,312,2509041210419,,0,0,890.0,,0,0,1,0,1,,1,,,,,
Tenis Marge Adidas,,313,2509051455176,,0,0,250.0,,0,0,1,0,1,,6,,,,,
Tenis Nike Grises,,314,2509051458351,,0,0,250.0,,0,0,1,0,1,,2,,,,,
KIT PARCHAR LLANTAS SENCILLO,,315,2880676112218,,24,129.1667,55.0,,0,0,1,0,1,,4,,,,,
Kit para parchar llanta maletin,,316,2509081142169,,117,35,157.95,,0,0,1,0,1,,0,,,,,
FUNDA PARA MOTO CALAVERA,,317,2509081159327,pcs,181,36.4641,247.0,,0,0,1,0,1,,1,,2,3,1,1
Funda para moto reflejante verde,,318,2509081202115,,161,53.4161,247.0,,0,0,1,0,1,,1,,,,,
Funda para moto reflejante naranja,,319,2509081205451,,148,66.8919,247.0,,0,0,1,0,1,,1,,,,,
IMPERMEABLE CON CARETA ( G ),,512,2509081222076,pcs,110,44.5455,159.0,,0,0,1,0,1,,-1,,1,3,1,1
Impermeable keyru,,320,2509111753037,,297,32.9966,395.0,,0,0,1,0,1,,0,,,,,
LUCES OJOS REDONDOS,,321,2509121250533,,0,0,70.0,,0,0,1,0,1,,2,,,,,
Estrobo Led ,,322,2509121308227,,35,28.5714,45.0,,0,0,1,0,1,,2,,,,,
Mochila para tanque ,,323,2509121309149,,196,37.2449,269.0,,0,0,1,0,1,,2,,,,,
PUÑO CON BARBA ,,324,2509121344454,,62,38.7097,86.0,,0,0,1,0,1,,1,,,,,
Bolsa de herramienta ,,325,2509141142597,,103,92.233,198.0,,0,0,1,0,1,,1,,,,,
Cadena de seguridad,,326,2509141336033,,64,39.0625,89.0,,0,0,1,0,1,,1,,,,,
BOLSA DE HERRAMIENTA NEGRA/CAFE,,327,2509141503251,pcs,119,40.3361,167.0,,0,0,1,0,1,,0,,2,3,1,1
Banderin personlizado,,328,2509171326240,,0,0,300.0,,0,0,1,0,1,,12,,,,,
 CHALECO VINIPIEL XXL,,329,2509191820018,,464,29.0948,599.0,,0,0,1,0,1,,1,,,,,
MALETIN PORTA HERRAMIENTA,,330,2509191822005,,110,33.6364,147.0,,0,0,1,0,1,,3,,,,,
MOTO ARTESANAL,,331,2509241128194,pcs,100,50,150.0,,0,0,1,0,1,,0,,2,3,1,1
moto mediana,,332,2509241131354,,0,0,175.0,,0,0,1,0,1,,1,,,,,
moto grande,,333,2509241132092,,0,0,259.0,,0,0,1,0,1,,1,,,,,
kit para parchar llantas,,334,2509241324404,,89,33.7079,119.0,,0,0,1,0,1,,2,,,,,
amigurumi fantasma,,335,2510231002219,,0,0,1000.0,,0,0,1,0,1,,1,,,,,
BUFF PERSONALIZADO,,336,2510231757416,,0,0,139.0,,0,0,1,0,1,,0,,,,,
ANTINIEBLA PARA CASCO,,337,2510271235493,,12.6,50.7937,19.0,,0,0,1,0,1,,10,,,,,
CUERDA DE TENSION,,338,2510271310497,,28,39.2857,39.0,,0,0,1,0,1,,1,,,,,
 RODILLERA Y CODERA J719,,339,2510271332529,,238,40.3361,334.0,,0,0,1,0,1,,1,,,,,
CHALECO PROTECTOR,,340,2510271355047,pcs,328,38.7195,455.0,,0,0,1,0,1,,2,,2,3,1,1
RODILLERA Y CODERAS CORTAS ,,341,2510271358390,,336,39.2857,468.0,,0,0,1,0,1,,1,,,,,
GUANTES CORTOS,,342,2510271402451,par,69,40.5797,97.0,,0,0,1,0,1,,7,,3,6,1,2
ADHESIVO  ARO J061A,,343,2510271406053,,18,38.8889,25.0,,0,0,1,0,1,,0,,,,,
ADHESIVO DE TANQUE,,344,2510271409467,,24,41.6667,34.0,,0,0,1,0,1,,3,,,,,
PORTA CELULAR IMPERMIABLE,,345,2510271422015,,61,40.9836,86.0,,0,0,1,0,1,,1,,,,,
PORTA VASO,,346,2510271426297,,43,37.2093,59.0,,0,0,1,0,1,,1,,,,,
OREJAS DE GATO,,347,2510271435121,,47,40.4255,66.0,,0,0,1,0,1,,5,,,,,
KIT DE PARCHE ECO,,348,2510271446172,,17,47.0588,25.0,,0,0,1,0,1,,4,,,,,
trenzas,,349,2510271555522,,63,41.2698,89.0,,0,0,1,0,1,,0,,,,,
CUERNOS  PARA CASCO,,350,2510271612379,,40,40,56.0,,0,0,1,0,1,,0,,,,,
CUERNOS J265D,,351,2510271622095,,32,43.75,46.0,,0,0,1,0,1,,1,,,,,
CUBIERTA DE BOTON,,352,2510271636474,,66,39.3939,92.0,,0,0,1,0,1,,3,,,,,
ADHESIVO DE ARO,,353,2510271745503,,24,41.6667,34.0,,0,0,1,0,1,,1,,,,,
CABLES PASA-CORRIENTE,,354,2510271819556,pcs,140,40,196.0,,0,0,1,0,1,,0,,1,2,1,1
sudadera fantasmas ,,355,2510291123282,,258,69.7674,438.0,,0,0,1,0,1,,1,,,,,
 SUDADERA C MORADA,,356,2510291253163,,207.108,39.5407,289.0,,0,0,1,0,1,,1,,,,,
SUDADERA CALAVERA CADENAS,,357,2510291256430,,212.42,39.8173,297.0,,0,0,1,0,1,,1,,,,,
SUDADERA MANO ROJA,,358,2510291258106,,226.22,40.1291,317.0,,0,0,1,0,1,,1,,,,,
SUDADERA DE MANCHAS,,359,2510291300232,,168.78,39.827,236.0,,0,0,1,0,1,,1,,,,,
SUDADERA C FLAMA AZUL,,360,2510291303011,,253.14,39.8436,354.0,,0,0,1,0,1,,1,,,,,
SUDADERA CORONA ROJA,,361,,,255.66,39.6386,357.0,,0,0,1,0,1,,1,,,,,
SUDADERA CUEVA ,,362,2510291307057,,223.31,40.1639,313.0,,0,0,1,0,1,,1,,,,,
SUDADERA LEY DE CALLE,,363,2510291309334,,226.24,39.6747,316.0,,0,0,1,0,1,,1,,,,,
SUDADERA NAVIDAD ,,364,2510291312358,,217.48,39.783,304.0,,0,0,1,0,1,,1,,,,,
SUDADERA CARTA,,365,2510291316059,,223.77,39.8758,313.0,,0,0,1,0,1,,1,,,,,
BOLSA DE HERRAMIENTA,,366,2511041207207,pcs,178.51,10.9182,198.0,,0,0,1,0,1,,1,,,,,
ANTENA PARA BANDERIN,,367,2511041215332,,48.35,-32.7818,32.5,,0,0,1,0,1,,3,,,,,
Chaleco EST ch,,368,2511081311476,,170,105.8824,350.0,,0,0,1,0,1,,0,,,,,
Chaleco EST m,,369,2511081314316,,170,105.8824,350.0,,0,0,1,0,1,,2,,,,,
Chaleco EST g,,370,2511081314583,,170,105.8824,350.0,,0,0,1,0,1,,3,,,,,
Chaleco EST ex,,371,2511081315344,,170,105.8824,350.0,,0,0,1,0,1,,2,,,,,
Chaleco A Ch,,372,2511081511319,,150,73.3333,260.0,,0,0,1,0,1,,2,,,,,
CRANEO DECORACION,,373,2511141307074,pcs,100,50,150.0,,0,0,1,0,1,,2,,2,4,1,1
AIR J 1 Mostaza 6,,374,2511171252085,pz,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
NIKE AIR B P N 7.5,,375,2511171316589,,560,51.7857,850.0,,0,0,1,0,1,,0,,,,,
AIR J NEGROS 4,,376,2511171336587,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
RETRO J ROSA 5,,377,2511171437338,,560,51.7857,850.0,,0,0,1,0,1,,0,,,,,
McQueen B 3,,378,2511171438052,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
McQueen B L 6,,379,2511171440543,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
AIR J 1 B/N 6,,380,2511171455387,,560,51.7857,850.0,,0,0,1,0,1,,0,,,,,
NIKE MOR 8,,381,2511171513339,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
AIR J 1 A/N 3.5,,382,2511171521259,,560,51.7857,850.0,,0,0,1,0,1,,0,,,,,
VEJA B/N 8,,383,2511171525073,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
AIR J 1 VF/N 5,,384,2511171635321,,560,51.7857,850.0,,0,0,1,0,1,,0,,,,,
NIKE AIR B/A,,385,2511171636489,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
AIR J P/N 2.5,,386,2511171651598,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
AIR J R/N BRILLOSO 2.5,,387,2511171655114,,560,51.7857,850.0,,0,0,1,0,1,,1,,,,,
MOTO SP,,388,2512231653255,,166,50,249.0,,0,0,1,0,1,,2,,,,,
moto sonido,,389,2512241141544,,120,50,180.0,,0,0,1,0,1,,3,,,,,
Aretes Bolsita,,390,2512281231090,,7.5,100,15.0,,0,0,1,0,1,,22,,,,,
Aretes Tornasol,,391,2512281255416,,5,60,8.0,,0,0,1,0,1,,11,,,,,
Piercing Navel,,392,2512281303285,,7.5,100,15.0,,0,0,1,0,1,,-1,,,,,
Bafys Mochila,,393,2601051815124,,237,40.0844,332.0,,0,0,1,0,1,,2,,2,0,0,0
LLAVEROS BAFYS,,394,2601051814394,pcs,85,40,119.0,,0,0,1,0,1,,6,,3,7,1,2
GARGANTILLA GOTICA,,395,2601051815575,,50,40,70.0,,0,0,1,0,1,,3,,,,,
Ataud Araña,,396,2601051816442,,220,40,308.0,,0,0,1,0,1,,1,,,,,
Ataud Cadenas (Mochila),,397,2601051817173,,235,40,329.0,,0,0,1,0,1,,1,,,,,
BOLSA ATAUD CALAVERA CH,,398,2601051819467,,165,40,231.0,,0,0,1,0,1,,1,,,,,
Mochila Craneo,,399,2601051820203,,285,40,399.0,,0,0,1,0,1,,0,,,,,
Bolsa Craneo,,400,2601051821392,,165,40,231.0,,0,0,1,0,1,,1,,,,,
CINTURILLA,,401,2601051822436,pcs,120,40,168.0,,0,0,1,0,1,,-1,,2,4,1,2
Chamarras ,,402,2601051823198,,285,40,399.0,,0,0,1,0,1,,1,,,,,
MOCHILA BOL PERSONAJE,,403,2601051835504,pcs,235,40,329.0,,0,0,1,0,1,"MOCHILA BOLSO PERSONAJE JACK, CHUKY, TORZO CALAVERA",5,,2,3,1,1
Casco Dragon AMARILLO XL,,404,2601091048292,,550,61.8182,890.0,,0,0,1,0,1,,0,,,,,
azul 8 ,,405,2602101202505,,560,51.7857,850.0,,0,0,1,0,1,,0,,,,,
ARNES DE MUSLO ,,407,2603021133504,,80,62.5,130.0,,0,0,1,0,1,"ARNES DE PIEL, CON ESTOPEROL DE PICOS, Y RESORTE DE AJUSTE",1,,,,,
PIRCING DE NARIZ ESPIRAL,,408,2603021314552,40,38,-86.8421,5.0,,0,0,1,0,1,"PIRCING PARA LA NARIZ, PIEDRAS BRILLANTES CON AGUJA TORCIDA\nPARA UN MEJOR AGARRE",34,,8,20,1,5
PIRCING DE NARIZ RECTO,,409,2603101443165,40,35,-85.7143,5.0,,0,0,1,0,1,PIEDRAS DIAMANTES PARA LA NARIZ RECTOS ,36,,5,20,1,6
LLAVERO ATRAPASUEÑO TORTUGA,,410,2603101802269,5,80,-50,40.0,,0,0,1,0,1,"ATRAPASUEÑOS TORTUGA CON ESTRELLA ACUATICA, LLAVERO ",4,,,,,
BOLSO DE MANO CILINDRO,,411,2603201709383,pcs,200,60,320.0,,0,0,1,0,1,BOLSO CILINDRO DE PERSONAJES,2,,2,4,1,1
CARTERA PERSONAJES,,412,2603201730165,pcs,100,60,160.0,,0,0,1,0,1,,3,,2,8,1,1
CORSETT PIEL,,413,2603221248039,pcs,245,42.449,349.0,,0,0,1,0,1,,3,,2,4,1,1
Mangas Piel,,414,2603221356420,,90,40,126.0,,0,0,1,0,1,,1,,,,,
Creadillas,,415,2603221446138,4,19,42.1053,27.0,,0,0,1,0,1,,1,,,,,
Cacahuates,,416,7503033202630,,10,50,15.0,,0,0,1,0,1,,2,,,,,
Gargantillas Calavera,,417,2603221454096,,15,40,21.0,,0,0,1,0,1,,0,,,,,
HEBILLA MANO & MUERTE,,418,2603221510273,pcs,50,90,95.0,,0,0,1,0,1,,5,,2,6,1,1
Cintos Tela,,419,2603221522382,,33,136.3636,78.0,,0,0,1,0,1,,2,,,,,
Brasier,,420,2603221554482,,165,40,231.0,,0,0,1,0,1,,0,,,,,
Bolsa alas de M,,421,2603221710024,,50,40,70.0,,0,0,1,0,1,,0,,,,,
CHALECO PIEL XL,,422,2603230932028,,1600,0,1600.0,,0,0,1,0,1,,1,,,,,
HEBILLA FLAMA CALAVERA,,423,2603230959032,,75,60,120.0,,0,0,1,0,1,,2,,,,,
GUANTES RED (PAR),,424,2603231004342,,40,40,56.0,,0,0,1,0,1,,2,,,,,
PULSERA CON ANILLO ,,425,2603231023046,pcs,50,40,70.0,,0,0,1,0,1,,2,,2,4,1,1
MUÑEQUERA PIEL PICOS,,426,2603231039542,,50,40,70.0,,0,0,1,0,1,,1,,,,,
VASO CALAVERA ,,427,2603231730203,pcs,45,44.4444,65.0,,0,0,1,0,1,VASO CALAVERA CON LUZ,1,,4,8,1,2
Casco Iron Dragon verde XL ,,428,2603231750171,,550,61.8182,890.0,,0,0,1,0,1,,1,,,,,
Patito,,429,35410468423,,0,0,75.0,,0,0,1,0,1,,0,,,,,
FARO CRANEO ,,430,2604131735558,1,200,70,340.0,,0,0,1,0,1,,1,,1,1,1,0
TARRO CRANEO,,431,2604151001220,4,80,50,120.0,,0,0,1,0,1,,4,,2,4,1,1
DESTAPADOR NAIPE NEGRO DTF UV,,432,2604141330330,pcs,40,50,60.0,,0,0,1,0,1,,20,,5,10,0,2
TEQUILERO,,506,2604151110403,pcs,15,133.3333,35.0,,0,0,1,0,1,,8,,6,10,1,2
TARRO,,507,2604151252592,pcs,80,50,120.0,,0,0,1,0,1,,1,,4,8,1,2
MEDIAS  RED MUJER,,517,2604201204175,8,30,100,60.0,,0,0,1,0,1,"MEDIAS RED MUJER SEXYS COMPLETAS , MEDIA, LIGUERO",6,,,,,
Mochila Chamarra,,518,2604201255368,1,245,30.6122,320.0,,0,0,1,0,1,,1,,,,,
Sombreros de Piel,,519,2604211147592,3,65,107.6923,135.0,,0,0,1,0,1,,2,,,,,
Gabadina,,520,2604211240248,1,380,39.4737,530.0,,0,0,1,0,1,,-1,,,,,
Tiffany's,,521,2604230830543,1,280,96.4286,550.0,,0,1,1,0,1,,1,,0,0,1,2
Mochilas,,522,2604230910399,,200,60,320.0,,0,0,1,0,1,,5,,,,,
Kitty,,523,2604230950159,1,280,96.4286,550.0,,0,0,1,0,1,,1,,,,,
BLUSA TRANSLUCIDA,,524,2604270939312,2,120,40,168.0,,0,0,1,0,1,,1,,,,,
corsett tela ,,525,2604271102333,5,145,103.4483,295.0,,0,0,1,0,1,,-2,,,,,
SUDADERA  B/N ,,526,2604271252410,3,100,150,250.0,,0,0,1,0,1,,2,,,,,
CAMISAS CUADROS H,,527,2604271546113,4,155,74.1935,270.0,,0,0,1,0,1,"CAMISAS MANGA LARGA LEÑADOR CABALLERO \nAMARILLA, BLANCO NEGRO, ROJO\nCH M G XG",3,,,,,
CAMISAS CUADROS DAMA,,528,2604271543051,4,155,74.1935,270.0,,0,0,1,0,1,CAMISAS CUADROS DAMA\nAMARILLO VERDE AZUL\nMANGA LARGA \nTALLA CH M G XG,2,,,,,
Paraguas,,529,2605121031414,6,50,120,110.0,,0,0,1,0,1,,5,,,,,
Cubre CAlzado impermiable,,530,6975252925552,8,21,85.7143,39.0,,0,1,1,0,1,,2,,,,,
ARETES RETRO  CALAVERA ,,531,2605181341188,4,38,44.7368,55.0,,0,0,1,0,1,,-2,,,,,
 TOP PUNK OSCURO ,,532,2605181347142,1,188,39.8936,263.0,,0,0,1,0,1,,0,,,,,
ARETES CALAVERA ,,533,2605181407204,4,31,77.4194,55.0,,0,0,1,0,1,,5,,,,,
VESTIDO GOTICO NICHO ,,534,2605181413489,1,160,40,224.0,,0,0,1,0,1,,-1,,,,,
VESTIDO GOTICO DE FIESTA ,,535,2605181422238,1,157.5,39.6825,220.0,,0,0,1,0,1,,2,,,,,
TOPS ESTAMPADO CALAVERA ,,536,2605181427226,3,59,44.0678,85.0,,0,0,1,0,1,,-2,,,,,
QUEMADOR  CALAVERA ,,537,2605181437447,1,174,40.8046,245.0,,0,0,1,0,1,,0,,,,,
QUEMADOR  BARCO ,,538,2605181438598,1,100,40,140.0,,0,0,1,0,1,,2,,,,,
SKULL GOGGLES,,539,2605181618426,2,140,40,196.0,,0,0,1,0,1,,2,,,,,
GAFAS DE MOTO ANTI NIEBLA ,,540,2605181622317,3,100,60,160.0,,0,0,1,0,1,,0,,,,,
CAMISETA TRANSLUCIDA,,541,2605181749359,1,131,33.5878,175.0,,0,0,1,0,1,,-1,,,,,
CAMISETA CALAVERA ,,542,2605181801439,1,148,28.3784,190.0,,0,0,1,0,1,,5,,,,,
Motos sin sonido,,543,2605191143215,,80,125,180.0,,0,0,1,0,1,,0,,,,,
GOGGLES MOTO ,,544,2605191403388,5,100,49,149.0,,0,0,1,0,1,,-1,,,,,
Tarros calavera resina,,545,2605211012101,,142.33,39.8159,199.0,,0,0,1,0,1,,3,,,,,
Guantes moto proteccion touch,,546,LONN62231,2,246,40,344.4,,0,0,1,0,1,,-1,,,,,
 guantes proteccion antiderrape ,,547,ILZR97833T|UITQ80495|UUIQ08207|YYED08346|MIBJ84998,5,115,46.9565,169.0,,0,0,1,0,1,,-2,,,,,
Guantes proteccion poderosa ,,548,PUDH54614|OUDY54107T,2,250,40,350.0,,0,1,1,0,1,,0,,,,,
FUNDA PARA MOTORCYCLE ,,549,2605221330004,1,173,40.4624,243.0,,0,0,1,0,1,,1,,,,,
Campana santa muerte,,550,2605231312373,,0,0,220.0,,0,0,1,0,1,,0,,,,,
casco niña rosa,,551,2605301234499,,300,16.6667,350.0,,0,0,1,0,1,,0,,,,,
CUERNOS,,552,2606150952428,,80,62.5,130.0,,0,0,1,0,1,,0,,,,,
AJOLOTE,,553,2606151117291,,90,44.4444,130.0,,0,0,1,0,1,,0,,,,,
CRANEO APACHE,,554,2606151128259,,50,80,90.0,,0,0,1,0,1,,0,,,,,
SANTA MUERTE TRONO,,555,2606151139507,,150,60,240.0,,0,0,1,0,1,,0,,,,,
CRANEO LOBO,,556,2606160850202,,70,100,140.0,,0,0,1,0,1,,0,,,,,
BUHOS 3 VIRTUDES,,557,2606160926556,,90,66.6667,150.0,,0,0,1,0,1,,-1,,,,,
ALEDREZ CATRINES,,558,2606160902208,,80,62.5,130.0,,0,0,1,0,1,,0,,,,,
CENICEROS,,559,2606160919213,,50,60,80.0,,0,0,1,0,1,,-1,,,,,
JAGUAR,,560,2606160924590,,140,35,189.0,,0,0,1,0,1,,-1,,,,,
CENICEROS CH,,561,2606160956102,,40,50,60.0,,0,0,1,0,1,,0,,,,,
3 VIRTUDES G,,562,2606161032188,,110,63.6364,180.0,,0,0,1,0,1,,0,,,,,
CRANEO CENICERO,,563,2606161112583,,70,100,140.0,,0,0,1,0,1,,0,,,,,
PORTA INCIENSO SANTA BARCO,,564,2606161205346,,70,180,196.0,,0,0,1,0,1,,0,,,,,
CRANEO ESTRELLA ROJA ,,565,2606161209160,,80,50,120.0,,0,0,1,0,1,,0,,,,,
CRANEO CASCO ANTIGUO,,566,2606161213051,,60,83.3333,110.0,,0,0,1,0,1,,0,,,,,
3 CRANEOS,,567,2606161214430,,90,98.8889,179.0,,0,0,1,0,1,,0,,,,,
